foodgroup,marketgroup,year,quarter,price,se,n,division,region,aggweight,totexp
39,99,2010,4,0.6302822,0.020035,874,9,4,2749702,3.145063084E7
4,1,2010,4,0.3666269,0.014294,229,1,1,1274081,2580739.046
4,2,2010,4,0.4518757,0.016697,307,2,1,3144836,9581504.886
4,3,2010,4,0.4666829,0.015871,1130,2,1,4309950,8171913.549
4,4,2010,4,0.4708751,0.015102,759,2,1,3505825,8796908.423
4,5,2010,4,0.3955922,0.011188,1328,3,2,5891526,1.096457166E7
4,6,2010,4,0.3864193,0.010755,1173,4,2,5294133,8923361.195
4,7,2010,4,0.4497675,0.015727,560,5,3,2355997,8075752.922
4,8,2010,4,0.392357,0.010579,947,5,3,4541935,9271446.717
4,9,2010,4,0.425816,0.023163,257,5,3,1147058,3007775.723
4,10,2010,4,0.4186266,0.013748,797,6,3,4682422,8073505.108
4,11,2010,4,0.4457007,0.033241,332,7,3,2120144,2146560.22
4,12,2010,4,0.462918,0.021314,794,8,4,4332866,5811525.262
4,13,2010,4,0.3684774,0.02411,210,8,4,1435057,2297195.817
4,14,2010,4,0.4133831,0.019681,543,9,4,2523353,3836423.816
4,15,2010,4,0.4347797,0.019274,637,9,4,5760010,1.022167144E7
4,16,2010,4,0.362915,0.009291,726,3,2,3380809,6489158.231
4,17,2010,4,0.4554183,0.010102,1335,5,3,4798150,1.491511619E7
4,18,2010,4,0.4639822,0.039727,358,7,3,1581901,2119671.793
4,19,2010,4,0.4146853,0.012129,700,1,1,3164086,8181379.332
4,20,2010,4,0.4397428,0.013354,792,2,1,4407152,1.199321185E7
4,21,2010,4,0.3741241,0.009536,1037,3,2,4364813,7435861.111
4,22,2010,4,0.3744482,0.012642,574,9,4,3457822,5084348.898
4,23,2010,4,0.4349214,0.017384,411,9,4,2731144,7030393.853
4,24,2010,4,0.4596395,0.016969,574,5,3,2573463,6620339.967
4,25,2010,4,0.4578375,0.017967,1077,7,3,6637076,1.085550752E7
4,26,2010,4,0.4624742,0.016024,563,5,3,2817007,7975361.967
4,91,2010,4,0.4705111,0.041591,189,1,1,912050,2241089.123
4,92,2010,4,0.4463451,0.027645,197,2,1,1023050,1803463.169
4,93,2010,4,0.3552749,0.008446,869,3,2,4433415,6283464.242
4,94,2010,4,0.4586305,0.01881,510,4,2,3442838,3836715.336
4,95,2010,4,0.4195741,0.011216,829,5,3,5422375,1.028590127E7
4,96,2010,4,0.4349098,0.020582,376,6,3,2376012,3107853.853
4,97,2010,4,0.4059494,0.023235,454,7,3,3576243,4804542.759
4,98,2010,4,0.4609059,0.042042,346,8,4,2653240,3959052.931
4,99,2010,4,0.4092959,0.031175,344,9,4,2749702,3696047.99
40,1,2010,4,0.2396133,0.013215,321,1,1,1274081,4829932.955
40,2,2010,4,0.3463647,0.019784,349,2,1,3144836,1.242900601E7
40,3,2010,4,0.223094,0.007388,1959,2,1,4309950,1.867710082E7
40,4,2010,4,0.2524546,0.009375,1069,2,1,3505825,1.553038283E7
40,5,2010,4,0.2177967,0.005796,2066,3,2,5891526,2.353928277E7
40,6,2010,4,0.2046475,0.00568,2240,4,2,5294133,2.379891094E7
40,7,2010,4,0.2643206,0.015427,688,5,3,2355997,1.016536592E7
40,8,2010,4,0.2089088,0.006546,1547,5,3,4541935,2.168384273E7
40,9,2010,4,0.2270333,0.013604,353,5,3,1147058,6186818.254
40,10,2010,4,0.1903969,0.004777,1479,6,3,4682422,2.452565558E7
40,11,2010,4,0.2172661,0.010525,661,7,3,2120144,1.029162847E7
40,12,2010,4,0.2557618,0.00884,1523,8,4,4332866,1.646428839E7
40,13,2010,4,0.2452136,0.015464,346,8,4,1435057,5984198.292
40,14,2010,4,0.247189,0.011403,807,9,4,2523353,1.021404679E7
40,15,2010,4,0.2665533,0.011883,1000,9,4,5760010,1.848017164E7
40,16,2010,4,0.2359599,0.009157,1050,3,2,3380809,1.144537309E7
40,17,2010,4,0.2561438,0.008549,1395,5,3,4798150,1.651397564E7
40,18,2010,4,0.1766274,0.010779,569,7,3,1581901,4803163.259
40,19,2010,4,0.2709834,0.010714,886,1,1,3164086,1.143765875E7
40,20,2010,4,0.2769228,0.010904,913,2,1,4407152,1.640690057E7
40,21,2010,4,0.2059531,0.005838,1790,3,2,4364813,1.838168214E7
40,22,2010,4,0.2475127,0.008285,1035,9,4,3457822,1.413117711E7
40,23,2010,4,0.28569,0.013983,522,9,4,2731144,1.092964824E7
40,24,2010,4,0.2213555,0.010009,797,5,3,2573463,1.338731864E7
40,25,2010,4,0.2197025,0.007723,1711,7,3,6637076,2.436974081E7
40,26,2010,4,0.2616338,0.012008,732,5,3,2817007,1.102308009E7
40,91,2010,4,0.2582456,0.018562,278,1,1,912050,3712088.852
40,92,2010,4,0.2144538,0.011553,380,2,1,1023050,4836006.628
40,93,2010,4,0.2007199,0.006112,1659,3,2,4433415,1.882068309E7
40,94,2010,4,0.2117909,0.00897,1173,4,2,3442838,1.50514442E7
40,95,2010,4,0.1934261,0.006096,1437,5,3,5422375,2.896020698E7
40,96,2010,4,0.1911421,0.007935,719,6,3,2376012,1.138390889E7
40,97,2010,4,0.1977311,0.010878,900,7,3,3576243,1.569754723E7
40,98,2010,4,0.2317316,0.01147,679,8,4,2653240,1.064713672E7
40,99,2010,4,0.2520975,0.016947,578,9,4,2749702,1.147674051E7
41,1,2010,4,0.1071124,0.005488,333,1,1,1274081,1.474848305E7
41,2,2010,4,0.106386,0.004659,443,2,1,3144836,3.385704309E7
41,3,2010,4,0.095529,0.002201,1996,2,1,4309950,6.144101114E7
41,4,2010,4,0.090076,0.002346,1134,2,1,3505825,4.361209143E7
41,5,2010,4,0.093285,0.001807,2248,3,2,5891526,9.601608412E7
41,6,2010,4,0.097494,0.001949,2271,4,2,5294133,8.024047772E7
41,7,2010,4,0.1004463,0.004116,729,5,3,2355997,3.231353321E7
41,8,2010,4,0.089371,0.002262,1697,5,3,4541935,6.841351791E7
41,9,2010,4,0.093944,0.004077,373,5,3,1147058,1.484166193E7
41,10,2010,4,0.096575,0.002495,1639,6,3,4682422,8.376201114E7
41,11,2010,4,0.094936,0.003346,731,7,3,2120144,3.408422913E7
41,12,2010,4,0.1011048,0.00304,1515,8,4,4332866,6.127865342E7
41,13,2010,4,0.1038233,0.00494,381,8,4,1435057,2.453080819E7
41,14,2010,4,0.1044258,0.003807,839,9,4,2523353,3.791840997E7
41,15,2010,4,0.1073202,0.003943,1138,9,4,5760010,8.440478951E7
41,16,2010,4,0.093338,0.002914,1184,3,2,3380809,4.743240359E7
41,17,2010,4,0.096967,0.0024,1614,5,3,4798150,5.863063252E7
41,18,2010,4,0.096784,0.004033,639,7,3,1581901,2.060573939E7
41,19,2010,4,0.09323,0.002683,917,1,1,3164086,3.197867918E7
41,20,2010,4,0.088474,0.002551,1032,2,1,4407152,5.052251467E7
41,21,2010,4,0.09306,0.001914,1893,3,2,4364813,7.530003801E7
41,22,2010,4,0.1224949,0.004125,1035,9,4,3457822,4.210125728E7
41,23,2010,4,0.1159436,0.003925,573,9,4,2731144,3.216131875E7
41,24,2010,4,0.1023724,0.003657,783,5,3,2573463,3.578007421E7
41,25,2010,4,0.099483,0.002381,2001,7,3,6637076,1.028086377E8
41,26,2010,4,0.1108658,0.003844,798,5,3,2817007,3.870017851E7
41,91,2010,4,0.1091483,0.006154,272,1,1,912050,1.118288986E7
41,92,2010,4,0.09821,0.00479,409,2,1,1023050,1.339430468E7
41,93,2010,4,0.091609,0.001887,1735,3,2,4433415,7.077214702E7
41,94,2010,4,0.1044,0.002599,1193,4,2,3442838,5.424625481E7
41,95,2010,4,0.096085,0.002103,1535,5,3,5422375,9.069664705E7
41,96,2010,4,0.10175,0.002896,781,6,3,2376012,5.141937782E7
41,97,2010,4,0.0972,0.003003,1014,7,3,3576243,5.927143743E7
41,98,2010,4,0.106112,0.004465,661,8,4,2653240,3.504727823E7
41,99,2010,4,0.1160128,0.00599,604,9,4,2749702,3.931533177E7
42,1,2010,4,0.1197182,0.005063,371,1,1,1274081,1.394616015E7
42,2,2010,4,0.1333621,0.004999,461,2,1,3144836,3.687463946E7
42,3,2010,4,0.1130963,0.002753,2006,2,1,4309950,3.755724959E7
42,4,2010,4,0.1147917,0.002755,1227,2,1,3505825,4.086327082E7
42,5,2010,4,0.1107322,0.00228,2328,3,2,5891526,5.349112395E7
42,6,2010,4,0.120235,0.003178,2233,4,2,5294133,4.466670324E7
42,7,2010,4,0.1084829,0.004889,772,5,3,2355997,2.81634942E7
42,8,2010,4,0.1045134,0.002639,1609,5,3,4541935,3.941087933E7
42,9,2010,4,0.1282381,0.009248,394,5,3,1147058,1.328088868E7
42,10,2010,4,0.1208326,0.00559,1517,6,3,4682422,4.588056344E7
42,11,2010,4,0.1053539,0.004768,634,7,3,2120144,1.658610828E7
42,12,2010,4,0.1185312,0.003413,1560,8,4,4332866,4.299401391E7
42,13,2010,4,0.108499,0.004791,385,8,4,1435057,1.134749739E7
42,14,2010,4,0.1098937,0.003463,841,9,4,2523353,2.600838671E7
42,15,2010,4,0.1195729,0.004317,1265,9,4,5760010,7.020859496E7
42,16,2010,4,0.1299842,0.005074,1225,3,2,3380809,3.460486817E7
42,17,2010,4,0.1127724,0.002306,1745,5,3,4798150,5.850132903E7
42,18,2010,4,0.1016906,0.00533,587,7,3,1581901,1.315247837E7
42,19,2010,4,0.1184823,0.002584,1075,1,1,3164086,3.452209635E7
42,20,2010,4,0.1192731,0.003648,1113,2,1,4407152,4.572448128E7
42,21,2010,4,0.1220182,0.004074,1907,3,2,4364813,4.19310541E7
42,22,2010,4,0.1296793,0.004151,1018,9,4,3457822,2.620917842E7
42,23,2010,4,0.1328392,0.00561,624,9,4,2731144,2.524603499E7
42,24,2010,4,0.1080598,0.003089,858,5,3,2573463,2.726664192E7
42,25,2010,4,0.104757,0.002373,1978,7,3,6637076,6.587639212E7
42,26,2010,4,0.1409377,0.007196,834,5,3,2817007,2.941322318E7
42,91,2010,4,0.117956,0.005401,295,1,1,912050,9187771.302
42,92,2010,4,0.1111151,0.00355,397,2,1,1023050,9068244.361
42,93,2010,4,0.106095,0.002341,1690,3,2,4433415,3.643576363E7
42,94,2010,4,0.1104727,0.003294,1148,4,2,3442838,2.623696309E7
42,95,2010,4,0.098153,0.002571,1454,5,3,5422375,5.171484741E7
42,96,2010,4,0.1060304,0.004231,743,6,3,2376012,2.19933003E7
42,97,2010,4,0.096129,0.003374,969,7,3,3576243,3.067431839E7
42,98,2010,4,0.1280945,0.006175,690,8,4,2653240,2.563399907E7
42,99,2010,4,0.122051,0.006019,629,9,4,2749702,2.505205804E7
43,1,2010,4,0.079418,0.006106,219,1,1,1274081,5966080.092
43,2,2010,4,0.1185379,0.00769,291,2,1,3144836,1.83784191E7
43,3,2010,4,0.091084,0.004666,1159,2,1,4309950,2.29952532E7
43,4,2010,4,0.072932,0.003389,832,2,1,3505825,2.206760934E7
43,5,2010,4,0.080565,0.003263,1484,3,2,5891526,3.086437002E7
43,6,2010,4,0.076578,0.00327,1280,4,2,5294133,2.020681271E7
43,7,2010,4,0.064542,0.004627,535,5,3,2355997,1.35151982E7
43,8,2010,4,0.06737,0.002805,1002,5,3,4541935,1.902108454E7
43,9,2010,4,0.077672,0.00733,237,5,3,1147058,6933677.693
43,10,2010,4,0.076486,0.004868,1000,6,3,4682422,2.304214671E7
43,11,2010,4,0.074742,0.006097,385,7,3,2120144,9723328.326
43,12,2010,4,0.083215,0.003846,1080,8,4,4332866,2.496290423E7
43,13,2010,4,0.086601,0.007191,230,8,4,1435057,5038376.387
43,14,2010,4,0.071137,0.00425,661,9,4,2523353,1.785703184E7
43,15,2010,4,0.065224,0.003171,996,9,4,5760010,4.896314968E7
43,16,2010,4,0.080114,0.004163,833,3,2,3380809,1.815110804E7
43,17,2010,4,0.064283,0.002728,1205,5,3,4798150,3.224976977E7
43,18,2010,4,0.06792,0.005434,437,7,3,1581901,9761059.086
43,19,2010,4,0.077214,0.003697,747,1,1,3164086,2.258534739E7
43,20,2010,4,0.078329,0.003974,828,2,1,4407152,3.490993568E7
43,21,2010,4,0.079841,0.00393,1230,3,2,4364813,2.09494927E7
43,22,2010,4,0.097692,0.006148,598,9,4,3457822,1.421104924E7
43,23,2010,4,0.079951,0.005103,425,9,4,2731144,1.681865934E7
43,24,2010,4,0.08237,0.005635,538,5,3,2573463,1.30258742E7
43,25,2010,4,0.079344,0.003752,1434,7,3,6637076,3.512577103E7
43,26,2010,4,0.079724,0.004329,541,5,3,2817007,1.852751792E7
43,91,2010,4,0.092899,0.010832,196,1,1,912050,5799120.082
43,92,2010,4,0.087977,0.006306,252,2,1,1023050,6096039.706
43,93,2010,4,0.073267,0.003281,1024,3,2,4433415,1.770643606E7
43,94,2010,4,0.079544,0.00459,637,4,2,3442838,1.457487027E7
43,95,2010,4,0.074248,0.00343,901,5,3,5422375,2.765997152E7
43,96,2010,4,0.065311,0.004477,488,6,3,2376012,1.344230645E7
43,97,2010,4,0.062278,0.003839,707,7,3,3576243,1.838962429E7
43,98,2010,4,0.069544,0.004329,527,8,4,2653240,1.588397591E7
43,99,2010,4,0.073651,0.005859,478,9,4,2749702,1.610941514E7
44,1,2010,4,0.3607605,0.014608,417,1,1,1274081,1.884876175E7
44,2,2010,4,0.4878485,0.020411,518,2,1,3144836,3.406034357E7
44,3,2010,4,0.3562711,0.007546,2215,2,1,4309950,4.387354753E7
44,4,2010,4,0.353675,0.007498,1355,2,1,3505825,4.208860975E7
44,5,2010,4,0.3647975,0.005633,2603,3,2,5891526,6.731443412E7
44,6,2010,4,0.3752085,0.006874,2728,4,2,5294133,5.471616419E7
44,7,2010,4,0.3829364,0.010892,903,5,3,2355997,3.043049208E7
44,8,2010,4,0.3990882,0.007208,1856,5,3,4541935,5.121116188E7
44,9,2010,4,0.3684182,0.014499,447,5,3,1147058,1.225637157E7
44,10,2010,4,0.3767893,0.007498,1770,6,3,4682422,4.666126856E7
44,11,2010,4,0.3918044,0.011374,745,7,3,2120144,2.351948334E7
44,12,2010,4,0.3497977,0.008003,1897,8,4,4332866,4.662156305E7
44,13,2010,4,0.347686,0.013298,439,8,4,1435057,1.403705185E7
44,14,2010,4,0.4035735,0.011497,1035,9,4,2523353,2.896494518E7
44,15,2010,4,0.3976902,0.010011,1340,9,4,5760010,6.229840996E7
44,16,2010,4,0.3853738,0.007663,1334,3,2,3380809,3.337512047E7
44,17,2010,4,0.3990948,0.007535,2095,5,3,4798150,5.961200331E7
44,18,2010,4,0.3622481,0.01399,655,7,3,1581901,1.294413835E7
44,19,2010,4,0.3775977,0.010865,1199,1,1,3164086,3.93227785E7
44,20,2010,4,0.4011395,0.010173,1322,2,1,4407152,5.723340652E7
44,21,2010,4,0.3726504,0.00747,2151,3,2,4364813,4.829235068E7
44,22,2010,4,0.370492,0.009688,1288,9,4,3457822,3.357451451E7
44,23,2010,4,0.4175154,0.012392,732,9,4,2731144,2.621187594E7
44,24,2010,4,0.3850813,0.011741,922,5,3,2573463,2.651057643E7
44,25,2010,4,0.3948208,0.006513,2169,7,3,6637076,7.036685909E7
44,26,2010,4,0.4149884,0.01239,918,5,3,2817007,3.026840091E7
44,91,2010,4,0.3698449,0.018742,326,1,1,912050,1.014274551E7
44,92,2010,4,0.3179521,0.011472,422,2,1,1023050,1.111777191E7
44,93,2010,4,0.3558379,0.00612,1985,3,2,4433415,4.759310953E7
44,94,2010,4,0.3503276,0.007795,1350,4,2,3442838,3.340625566E7
44,95,2010,4,0.3748826,0.006914,1727,5,3,5422375,5.968255252E7
44,96,2010,4,0.3856059,0.010396,861,6,3,2376012,2.532729234E7
44,97,2010,4,0.3962924,0.010668,1062,7,3,3576243,3.450563546E7
44,98,2010,4,0.4135588,0.017348,793,8,4,2653240,2.446954005E7
44,99,2010,4,0.3608114,0.012398,719,9,4,2749702,2.72574346E7
45,1,2010,4,0.5207486,0.034,339,1,1,1274081,6517879.092
45,2,2010,4,0.5766107,0.057937,325,2,1,3144836,9824526.723
45,3,2010,4,0.5722357,0.024315,2019,2,1,4309950,1.911950569E7
45,4,2010,4,0.4929945,0.025029,1098,2,1,3505825,1.33280454E7
45,5,2010,4,0.5750595,0.020271,2274,3,2,5891526,2.503186099E7
45,6,2010,4,0.5867609,0.024343,2453,4,2,5294133,2.277723262E7
45,7,2010,4,0.6305338,0.054489,773,5,3,2355997,9770962.45
45,8,2010,4,0.513567,0.025928,1623,5,3,4541935,1.85864748E7
45,9,2010,4,0.502382,0.036733,364,5,3,1147058,4866976.489
45,10,2010,4,0.484784,0.015473,1629,6,3,4682422,2.026132796E7
45,11,2010,4,0.463903,0.021917,728,7,3,2120144,8475950.785
45,12,2010,4,0.6315005,0.028096,1544,8,4,4332866,1.508338011E7
45,13,2010,4,0.6937346,0.065232,394,8,4,1435057,7081812.635
45,14,2010,4,0.5628093,0.032864,822,9,4,2523353,1.184656377E7
45,15,2010,4,0.5212072,0.029031,1026,9,4,5760010,2.143043348E7
45,16,2010,4,0.5202322,0.023308,1088,3,2,3380809,1.17572253E7
45,17,2010,4,0.6115987,0.027827,1618,5,3,4798150,1.797428451E7
45,18,2010,4,0.4624297,0.027275,573,7,3,1581901,5096591.035
45,19,2010,4,0.5918645,0.023258,988,1,1,3164086,1.386577158E7
45,20,2010,4,0.537158,0.028096,1002,2,1,4407152,1.901758009E7
45,21,2010,4,0.5491621,0.019155,1947,3,2,4364813,1.824581039E7
45,22,2010,4,0.6189592,0.029782,1094,9,4,3457822,1.344879352E7
45,23,2010,4,0.6302103,0.04583,530,9,4,2731144,9067133.568
45,24,2010,4,0.4731312,0.028756,804,5,3,2573463,9410854.707
45,25,2010,4,0.5033746,0.019076,1842,7,3,6637076,2.401495357E7
45,26,2010,4,0.5697352,0.035014,775,5,3,2817007,1.106998927E7
45,91,2010,4,0.6579133,0.047286,317,1,1,912050,5447734.406
45,92,2010,4,0.5426796,0.036773,385,2,1,1023050,4106233.347
45,93,2010,4,0.6079242,0.021754,1830,3,2,4433415,1.999404992E7
45,94,2010,4,0.6014309,0.027859,1304,4,2,3442838,1.548343558E7
45,95,2010,4,0.4570739,0.01403,1511,5,3,5422375,2.218193529E7
45,96,2010,4,0.565165,0.034166,769,6,3,2376012,9900097.734
45,97,2010,4,0.443706,0.017292,961,7,3,3576243,1.416396247E7
45,98,2010,4,0.5973443,0.045992,666,8,4,2653240,9399513.141
45,99,2010,4,0.6465166,0.048946,641,9,4,2749702,1.357865771E7
46,1,2010,4,1.014344,0.025264,530,1,1,1274081,4.433261859E7
46,2,2010,4,1.165626,0.034442,698,2,1,3144836,8.693934629E7
46,3,2010,4,0.9523971,0.012102,2955,2,1,4309950,1.519165608E8
46,4,2010,4,0.9304241,0.014699,1695,2,1,3505825,1.180392831E8
46,5,2010,4,0.9185425,0.010654,3271,3,2,5891526,2.122654136E8
46,6,2010,4,0.9268537,0.011469,3497,4,2,5294133,1.863171331E8
46,7,2010,4,0.9273351,0.023176,1102,5,3,2355997,7.357064824E7
46,8,2010,4,0.8869365,0.011531,2350,5,3,4541935,1.372546196E8
46,9,2010,4,0.9625036,0.021766,563,5,3,1147058,4.017602393E7
46,10,2010,4,0.8436907,0.013598,2211,6,3,4682422,1.370265358E8
46,11,2010,4,0.9086882,0.024018,991,7,3,2120144,6.339539678E7
46,12,2010,4,0.9704208,0.018777,2420,8,4,4332866,1.405746881E8
46,13,2010,4,0.9256694,0.028013,563,8,4,1435057,6.433373333E7
46,14,2010,4,1.144231,0.034398,1379,9,4,2523353,9.392287346E7
46,15,2010,4,1.042709,0.022651,1822,9,4,5760010,180699905
46,16,2010,4,0.9982646,0.017254,1786,3,2,3380809,1.213452423E8
46,17,2010,4,0.9846874,0.013356,2581,5,3,4798150,1.449691254E8
46,18,2010,4,0.9417899,0.023349,884,7,3,1581901,4.679575836E7
46,19,2010,4,1.085267,0.01885,1526,1,1,3164086,1.192723812E8
46,20,2010,4,1.002045,0.01789,1634,2,1,4407152,1.588135689E8
46,21,2010,4,0.8810744,0.011263,2734,3,2,4364813,1.502815235E8
46,22,2010,4,1.074299,0.020477,1750,9,4,3457822,1.135465864E8
46,23,2010,4,1.20431,0.036063,993,9,4,2731144,9.667354292E7
46,24,2010,4,0.8754259,0.019694,1168,5,3,2573463,7.458044945E7
46,25,2010,4,0.9073424,0.012521,2799,7,3,6637076,1.804566339E8
46,26,2010,4,1.0124,0.017841,1187,5,3,2817007,9.731639659E7
46,91,2010,4,1.00308,0.031361,422,1,1,912050,3.063948139E7
46,92,2010,4,0.9263536,0.021359,567,2,1,1023050,3.63135631E7
46,93,2010,4,0.9195343,0.013166,2461,3,2,4433415,1.417936215E8
46,94,2010,4,0.8668538,0.011446,1761,4,2,3442838,1.196239782E8
46,95,2010,4,0.8993308,0.012767,2108,5,3,5422375,1.674782461E8
46,96,2010,4,0.8305333,0.013565,1084,6,3,2376012,7.01123201E7
46,97,2010,4,0.8628752,0.016437,1398,7,3,3576243,1.064807368E8
46,98,2010,4,0.9089582,0.019661,1086,8,4,2653240,9.173976851E7
46,99,2010,4,0.9672686,0.022182,945,9,4,2749702,9.859564374E7
47,1,2010,4,0.6469595,0.020157,424,1,1,1274081,1.432950509E7
47,2,2010,4,0.7364513,0.017056,567,2,1,3144836,4.125964985E7
47,3,2010,4,0.6327272,0.009106,2377,2,1,4309950,4.88646231E7
47,4,2010,4,0.6963934,0.012884,1433,2,1,3505825,4.842674141E7
47,5,2010,4,0.6054897,0.009129,2617,3,2,5891526,6.79574454E7
47,6,2010,4,0.5944209,0.009121,2636,4,2,5294133,4.780008879E7
47,7,2010,4,0.6644914,0.020294,899,5,3,2355997,2.617810362E7
47,8,2010,4,0.608506,0.010621,1891,5,3,4541935,4.715437998E7
47,9,2010,4,0.6443053,0.019231,442,5,3,1147058,1.285262099E7
47,10,2010,4,0.6096953,0.011086,1733,6,3,4682422,4.485413957E7
47,11,2010,4,0.5920026,0.017326,742,7,3,2120144,18315279
47,12,2010,4,0.6385273,0.013163,1784,8,4,4332866,4.389713208E7
47,13,2010,4,0.5481727,0.01831,423,8,4,1435057,1.263223075E7
47,14,2010,4,0.6714988,0.016879,1029,9,4,2523353,2.456099244E7
47,15,2010,4,0.6193604,0.012943,1369,9,4,5760010,6.174119387E7
47,16,2010,4,0.6460134,0.011322,1395,3,2,3380809,3.98570213E7
47,17,2010,4,0.6773244,0.010127,2011,5,3,4798150,5.36721598E7
47,18,2010,4,0.5794223,0.026232,603,7,3,1581901,1.231115347E7
47,19,2010,4,0.6580107,0.011725,1273,1,1,3164086,4.554216249E7
47,20,2010,4,0.6679549,0.010902,1318,2,1,4407152,5.86957966E7
47,21,2010,4,0.6024817,0.008532,2201,3,2,4364813,4.765823673E7
47,22,2010,4,0.601681,0.012554,1286,9,4,3457822,2.927599161E7
47,23,2010,4,0.7369972,0.021468,701,9,4,2731144,2.656046035E7
47,24,2010,4,0.5958965,0.015739,896,5,3,2573463,2.388651204E7
47,25,2010,4,0.6158068,0.009617,2066,7,3,6637076,5.772700785E7
47,26,2010,4,0.6546463,0.013347,942,5,3,2817007,3.041031881E7
47,91,2010,4,0.6612707,0.019363,358,1,1,912050,1.487892477E7
47,92,2010,4,0.670992,0.017895,473,2,1,1023050,1.368336515E7
47,93,2010,4,0.5619566,0.009062,1910,3,2,4433415,4.071159747E7
47,94,2010,4,0.5627465,0.010657,1285,4,2,3442838,2.870535441E7
47,95,2010,4,0.5906408,0.0103,1626,5,3,5422375,5.244657393E7
47,96,2010,4,0.5791246,0.013158,835,6,3,2376012,25071307
47,97,2010,4,0.6052477,0.01341,1042,7,3,3576243,3.266856286E7
47,98,2010,4,0.6517864,0.018968,792,8,4,2653240,2.476016293E7
47,99,2010,4,0.5870935,0.016615,726,9,4,2749702,2.676404179E7
48,1,2010,4,0.7514544,0.015414,506,1,1,1274081,5.375755789E7
48,2,2010,4,0.8329286,0.017364,577,2,1,3144836,9.473547408E7
48,3,2010,4,0.6873225,0.006928,2656,2,1,4309950,169490036
48,4,2010,4,0.7038485,0.008301,1620,2,1,3505825,1.573064897E8
48,5,2010,4,0.6712968,0.005677,3075,3,2,5891526,2.657789797E8
48,6,2010,4,0.6774278,0.006496,3241,4,2,5294133,2.461719444E8
48,7,2010,4,0.7140573,0.013249,1077,5,3,2355997,1.173214203E8
48,8,2010,4,0.6812569,0.007621,2222,5,3,4541935,1.928498536E8
48,9,2010,4,0.7373729,0.016749,534,5,3,1147058,4.911235844E7
48,10,2010,4,0.6533698,0.007136,2058,6,3,4682422,1.935822872E8
48,11,2010,4,0.654349,0.010808,916,7,3,2120144,8.679037459E7
48,12,2010,4,0.6879585,0.008139,2272,8,4,4332866,2.077532366E8
48,13,2010,4,0.6445247,0.014904,519,8,4,1435057,5.550846602E7
48,14,2010,4,0.715386,0.012345,1278,9,4,2523353,1.257599824E8
48,15,2010,4,0.7268206,0.011302,1750,9,4,5760010,2.654915518E8
48,16,2010,4,0.6958872,0.007553,1685,3,2,3380809,1.639316179E8
48,17,2010,4,0.7340538,0.007868,2453,5,3,4798150,2.178732914E8
48,18,2010,4,0.6450856,0.011983,816,7,3,1581901,6.362459267E7
48,19,2010,4,0.7621444,0.009212,1431,1,1,3164086,1.401443506E8
48,20,2010,4,0.733299,0.009116,1549,2,1,4407152,2.069871106E8
48,21,2010,4,0.6785823,0.006577,2558,3,2,4364813,2.029848465E8
48,22,2010,4,0.6908523,0.0095,1628,9,4,3457822,1.628265695E8
48,23,2010,4,0.7283412,0.010549,966,9,4,2731144,1.224534209E8
48,24,2010,4,0.6928809,0.010353,1105,5,3,2573463,1.101381902E8
48,25,2010,4,0.66915,0.006951,2578,7,3,6637076,2.750843857E8
48,26,2010,4,0.7643059,0.011038,1132,5,3,2817007,1.538913894E8
48,91,2010,4,0.7544304,0.014887,391,1,1,912050,4.421817015E7
48,92,2010,4,0.6826726,0.011785,515,2,1,1023050,4.288964146E7
48,93,2010,4,0.6431584,0.00565,2317,3,2,4433415,1.924168434E8
48,94,2010,4,0.6505829,0.007345,1585,4,2,3442838,1.278012634E8
48,95,2010,4,0.6600197,0.006798,1943,5,3,5422375,230514493
48,96,2010,4,0.6451941,0.009763,977,6,3,2376012,9.21956577E7
48,97,2010,4,0.6602269,0.010794,1275,7,3,3576243,1.338380441E8
48,98,2010,4,0.7054957,0.011544,972,8,4,2653240,1.172949103E8
48,99,2010,4,0.6797615,0.014359,900,9,4,2749702,1.216406824E8
49,1,2010,4,0.2764313,0.006009,488,1,1,1274081,2.379403737E7
49,2,2010,4,0.3044994,0.006113,580,2,1,3144836,3.996881518E7
49,3,2010,4,0.2499702,0.002491,2814,2,1,4309950,7.559606479E7
49,4,2010,4,0.2656301,0.003277,1599,2,1,3505825,5.761237861E7
49,5,2010,4,0.2603182,0.002291,3132,3,2,5891526,103065799
49,6,2010,4,0.2580276,0.002365,3322,4,2,5294133,8.813960569E7
49,7,2010,4,0.2651066,0.005149,1062,5,3,2355997,3.664129804E7
49,8,2010,4,0.2575645,0.002698,2235,5,3,4541935,7.070774092E7
49,9,2010,4,0.2673649,0.006783,521,5,3,1147058,1.677223882E7
49,10,2010,4,0.2542742,0.002695,2106,6,3,4682422,7.12974512E7
49,11,2010,4,0.2458841,0.003754,956,7,3,2120144,3.371746607E7
49,12,2010,4,0.2546284,0.003089,2285,8,4,4332866,7.026322538E7
49,13,2010,4,0.2469773,0.004894,520,8,4,1435057,2.561570372E7
49,14,2010,4,0.2785836,0.004633,1281,9,4,2523353,4.548081907E7
49,15,2010,4,0.2709058,0.003598,1639,9,4,5760010,9.091201144E7
49,16,2010,4,0.2666121,0.00362,1674,3,2,3380809,5.063713554E7
49,17,2010,4,0.2779749,0.003459,2413,5,3,4798150,6.960599151E7
49,18,2010,4,0.2229089,0.004789,823,7,3,1581901,1.955963896E7
